inci_name,display_name,function,is_active,fa_trigger,comedogenic,fragrance,eu_allergen,alcohol_type,pregnancy_caution,product_count
three tearyl alcohol,Three Tearyl Alcohol,Emollient / emulsifier,0,,,0,0,drying,0,1
rock bean oil,Rock Bean Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,1
ascorbyl palmitate (vitamin c),Ascorbyl Palmitate (Vitamin C),Antioxidant / Vitamin C derivative,1,1,,0,0,,0,2
santalum album(sandalwood) oil,Santalum Album(Sandalwood) Oil,Fragrance/soothing agent,0,1,,0,0,,0,1
stearyl stearate,Stearyl Stearate,Emollient / thickener,0,1,,0,0,,0,2
glyceryl acrylate,Glyceryl Acrylate,Film-former/humectant,0,1,,0,0,,0,1
mineral oil (paraffinum liquidum),Mineral Oil (Paraffinum Liquidum),Occlusive emollient,0,1,,0,0,,0,2
ascorbyl tet raisopalmitate,Ascorbyl Tet Raisopalmitate,Antioxidant / stabilized vitamin C derivative,0,1,,0,0,,0,1
ethylhexyl polyhydroxystearate,Ethylhexyl Polyhydroxystearate,Emulsifier / dispersing agent,0,1,,0,0,,0,1
polysorbate 80 & sodium hydroxide,Polysorbate 80 & Sodium Hydroxide,Emulsifier & pH adjuster,0,1,,0,0,,0,1
coconut oil derivatives (cocos nucifera oil),Coconut Oil Derivatives (Cocos Nucifera Oil),Emollient / occlusive moisturizer,0,1,,0,0,,0,1
neopentyl glycol dicaprylate dicaprate,Neopentyl Glycol Dicaprylate/Dicaprate,Emollient/skin-conditioning,0,1,,0,0,,0,4
"""value"":""almond oil","""Value"":""Almond Oil",Emollient/skin conditioning oil,0,1,,0,0,,0,0
ceteareth 6 olivate,Ceteareth-6 Olivate,Emulsifier / surfactant,0,1,,0,0,,0,2
perfume fragrance,Perfume/Fragrance,Fragrance/masking agent,0,,,1,0,,0,1
polyglyceryl 2 isostearate,Polyglyceryl-2 Isostearate,Emulsifier / surfactant,0,1,,0,0,,0,1
polyglyceryl 2 tetraisostearat e,Polyglyceryl-2 Tetraisostearat E,Emulsifier / emollient,0,1,,0,0,,0,1
"""almond oil""","""Almond Oil""",Emollient / skin-conditioning oil,0,1,,0,0,,0,0
retinol 8 polysorbate 20,Retinol 8 Polysorbate 20,Anti-aging active (vitamin A derivative),1,1,,0,0,,1,1
pomegranate oil &amp; vitamin e &nbsp,Pomegranate Oil &Amp; Vitamin E &Nbsp,Antioxidant/emollient,1,1,,0,0,,0,0
5% marula oil,5% marula oil,Emollient / occlusive moisturizer,0,1,,0,0,,0,1
hydrogenated olive oil stearyl esters,Hydrogenated Olive Oil Stearyl Esters,Emollient/skin-conditioning agent,0,1,,0,0,,0,1
dipentaerythrithl hexacaprylate hexacaprate,Dipentaerythrithl Hexacaprylate/Hexacaprate,Emollient/skin-conditioning,0,1,,0,0,,0,1
pelargonium gaveolens flower oil++,Pelargonium Gaveolens Flower Oil++,Fragrance/essential oil,0,1,,0,0,,0,1
citrus aurantiolia (lime) oil++,Citrus Aurantiolia (Lime) Oil++,Fragrance/essential oil,0,1,,0,0,,0,1
ginol ew 6820 (cetearyl alcohol,Ginol Ew 6820 (Cetearyl Alcohol,Emollient/emulsifier,0,0,,0,0,fatty,0,1
arlacel 165 (glyceryl stearate,Arlacel 165 (Glyceryl Stearate,Emulsifier / emollient,0,1,,0,0,,0,1
peg 100 stearate),Peg-100 Stearate),Emulsifier / surfactant,0,1,,0,0,,0,1
coco caprylate caprate),Coco Caprylate Caprate),Emollient / skin-conditioning ester,0,1,,0,0,,0,1
marula oil: softens,Marula Oil: Softens,Emollient,0,1,,0,0,,0,0
this lightweight moisturizer absorbs excess oil,This Lightweight Moisturizer Absorbs Excess Oil,Oil-absorbing moisturizer/mattifying base,0,1,,0,0,,0,0
cetearyl alcohol⁠,Cetearyl Alcohol⁠,Emollient / emulsifier,0,0,,0,0,fatty,0,1
glyceryl stearate⁠,Glyceryl Stearate⁠,Emulsifier / emollient,0,1,,0,0,,0,1
peg 100 stearate⁠,Peg-100 Stearate⁠,Emulsifier / surfactant,0,1,,0,0,,0,1
(sunflower) seed oil,(Sunflower) Seed Oil,Emollient / occlusive,0,1,,0,0,,0,1
vinifera (grape) seed oil,Vinifera (Grape) Seed Oil,Emollient / antioxidant,0,1,,0,0,,0,1
controls oil,Controls Oil,Sebum regulation / oil control,1,1,,0,0,,0,0
polyglyceryl 4 cocoate,Polyglyceryl-4 Cocoate,Emulsifier / surfactant,0,1,,0,0,,0,1
rice ferment extract,Rice Ferment Extract,Brightening/conditioning humectant,1,1,,0,0,,0,1
niacinamide : controls oil production,Niacinamide : Controls Oil Production,Sebum regulation / barrier support,1,1,,0,0,,0,0
melaleuca alternifolia (tea tree oil),Melaleuca Alternifolia (Tea Tree Oil),Antimicrobial / anti-acne,1,1,,0,0,,0,1
cetearyl olivate &amp; sorbitan olivate,Cetearyl Olivate &Amp; Sorbitan Olivate,Emulsifier,0,1,,0,0,,0,0
"""value"":""alcohol free","""Value"":""Alcohol Free",Formulation descriptor / marketing claim,0,,,0,0,drying,0,0
propanediol & olive oil,Propanediol & Olive Oil,Solvent/humectant & emollient blend,0,1,,0,0,,0,1
salicylic acid : unclogs pores,Salicylic Acid : Unclogs Pores,Beta hydroxy acid (BHA) exfoliant,1,,,0,0,,1,0
zea mays oil corn oil,Zea Mays Oil / Corn Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,1
oil absorbing technology,Oil-Absorbing Technology,Sebum/oil absorber,0,1,,0,0,,0,1
argan oil 0.10%,Argan Oil 0.10%,Emollient/occlusive moisturizer,0,1,,0,0,,0,0
salicylic acid 1.00 %,Salicylic Acid 1.00 %,Beta-hydroxy acid exfoliant,1,,,0,0,,1,0
olive oil peg 7 ester,Olive Oil Peg-7 Ester,Emollient/emulsifier,0,1,,0,0,,0,2
bergamot oil,Bergamot Oil,Fragrance/essential oil,0,1,,0,0,,0,1
coco glucoside & glyceryl oleate,Coco-Glucoside & Glyceryl Oleate,Surfactant / emulsifier,0,1,,0,0,,0,1
glyceryl stearates,Glyceryl Stearates,Emollient/emulsifier,0,1,,0,0,,0,2
retinol(0.1%),Retinol(0.1%),Anti-aging active (retinoid),1,,,0,0,,1,1
retinol (0.1%),Retinol (0.1%),Retinoid (anti-aging/cell turnover active),1,,,0,0,,1,1
baobab oil,Baobab Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,1
fractionated coconut oil,Fractionated Coconut Oil,Emollient / carrier oil,0,1,,0,0,,0,1
neopentyl glycol dicaprate,Neopentyl Glycol Dicaprate,Emollient / skin-conditioning agent,0,1,,0,0,,0,1
encapsulated retinol,Encapsulated Retinol,Anti-aging active (retinoid),1,,,0,0,,1,1
retinol(0.08%),Retinol(0.08%),Anti-aging active (vitamin A derivative),1,,,0,0,,1,1
olus (vegetable) oil,Olus (Vegetable) Oil,Emollient / skin-conditioning agent,0,1,,0,0,,0,1
ascorbyl tetraisopalmitate (vitamin c),Ascorbyl Tetraisopalmitate (Vitamin C),Antioxidant / stabilized vitamin C derivative,0,1,,0,0,,0,1
retinyl palmitate panthenol,Retinyl Palmitate Panthenol,Antioxidant / vitamin A derivative (skin conditioning),1,1,,0,0,,1,1
argania spinosa kernel (argan) oil,Argania Spinosa Kernel (Argan) Oil,Emollient / moisturizer,0,1,,0,0,,0,2
retinol(0.5%),Retinol(0.5%),Retinoid (vitamin A derivative),1,,,0,0,,1,1
sorbitan caprylate,Sorbitan Caprylate,Preservative / emulsifier,0,1,,0,0,,0,2
pure retinol : promotes re texturized,Pure Retinol : Promotes Re Texturized,Retinoid (cell-turnover regulator),1,,,0,0,,1,0
cetylricinoleate,Cetylricinoleate,Emollient/skin-conditioning agent,0,1,,0,0,,0,1
glycerylstearate,Glycerylstearate,Emulsifier / emollient,0,1,,0,0,,0,1
peg 100stearate,Peg-100Stearate,Emulsifier/surfactant,0,1,,0,0,,0,1
retinol (0.3%),Retinol (0.3%),Anti-aging active (vitamin A derivative),1,,,0,0,,1,1
oleifera (moringa) seed oil,Oleifera (Moringa) Seed Oil,Emollient / antioxidant oil,0,1,,0,0,,0,1
macadamia ternifolia (macademia) seed oil,Macadamia Ternifolia (Macademia) Seed Oil,Emollient / occlusive moisturizer,0,1,,0,0,,0,1
hippophae rhamnoides (seabuckthorn) oil,Hippophae Rhamnoides (Seabuckthorn) Oil,Emollient / antioxidant,1,1,,0,0,,0,1
linum usitatissimum oil,Linum Usitatissimum Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,1
elaeis guineensis bidens pilosa extract oil,Elaeis Guineensis Bidens Pilosa Extract Oil,Emollient/skin-conditioning oil,0,1,,0,0,,0,1
gossypium herbaceum oil,Gossypium Herbaceum Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,1
palm oil,Palm Oil,Emollient/occlusive,0,1,,0,0,,0,1
cotton seed oil,Cotton Seed Oil,Emollient/occlusive,0,1,,0,0,,0,1
linseed oil,Linseed Oil,Emollient / skin-conditioning oil,0,1,4,0,0,,0,1
damiana leaf oil,Damiana Leaf Oil,Fragrance/botanical extract,0,1,,0,0,,0,1
saccharomyces lysate extract,Saccharomyces Lysate Extract,Skin conditioning / bioactive yeast ferment,1,1,,0,0,,0,3
sucrose polystearate,Sucrose Polystearate,Emulsifier,0,1,,0,0,,0,2
retinol &amp; tocopheryl acetate (vitamin e),Retinol &Amp; Tocopheryl Acetate (Vitamin E),Antioxidant / cell-turnover active,1,,,0,0,,1,0
vitis vinifera (grape) oil,Vitis Vinifera (Grape) Oil,Emollient / antioxidant oil,0,1,,0,0,,0,1
polyglyceryl 10 dioleate,Polyglyceryl-10 Dioleate,Emulsifier/surfactant,0,1,,0,0,,0,1
alcohol denat. (sd alcohol 40 b),Alcohol Denat. (Sd Alcohol 40-B),Solvent / penetration enhancer / astringent,0,,,0,0,drying,0,1
pelargonium graveolens (geranium) leaf essential oil,Pelargonium Graveolens (Geranium) Leaf Essential Oil,Fragrance / aromatic ingredient,0,1,,1,0,,0,1
dimer dilinoleyl dimer dilinoleate,Dimer Dilinoleyl Dimer Dilinoleate,Emollient/skin-conditioning agent,0,1,,0,0,,0,2
cetearylolivate,Cetearylolivate,Emulsifier / emollient,0,1,,0,0,,0,1
opuntia ficus indica seed oil,Opuntia Ficus-Indica Seed Oil,Emollient/antioxidant,0,1,,0,0,,0,2
citrus reticulata (tangerine) peel oil,Citrus Reticulata (Tangerine) Peel Oil,Fragrance / essential oil,0,1,,0,0,,0,1
citrus aurantifolia (lime) peel oil,Citrus Aurantifolia (Lime) Peel Oil,Fragrance/essential oil,0,1,,0,0,,0,1
peg 60 glyceryl isostearate,Peg-60 Glyceryl Isostearate,Emulsifier / surfactant,0,1,,0,0,,0,1
batyl alcohol,Batyl Alcohol,Emollient / skin-conditioning agent,0,,,0,0,drying,0,2
rose oil (damascena),Rose Oil (Damascena),Fragrance/antioxidant,0,1,,0,0,,0,1
sucrose polysoyate,Sucrose Polysoyate,Emollient / skin-conditioning agent,0,1,,0,0,,0,3
vanilla essential oil,Vanilla Essential Oil,Fragrance/antioxidant,0,1,,1,0,,0,1
vitis vinifera grape seed oil,Vitis Vinifera Grape Seed Oil,Emollient / antioxidant,0,1,,0,0,,0,1
helianthus annuus sunflower˛ seed oil,Helianthus Annuus Sunflower˛ Seed Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,1
arabian rose oud oil,Arabian Rose Oud Oil,Fragrance/aromatic oil,0,1,,0,0,,0,0
parfum(fragrance),Parfum(Fragrance),Fragrance/masking agent,0,,,1,0,,0,1
parfum fragrance. (f.i.l. b222711 1),Parfum Fragrance. (F.I.L. B222711 1),Fragrance / masking agent,0,,,1,0,,0,0
silybum marianum seed oil,Silybum Marianum Seed Oil,Emollient / antioxidant,1,1,,0,0,,0,2
mangifera indica (mango) seed oil,Mangifera Indica (Mango) Seed Oil,Emollient / skin-conditioning agent,0,1,,0,0,,0,1
oryza sativa (rice) germ bran oil,Oryza Sativa (Rice) Germ/Bran Oil,Emollient / antioxidant,0,1,,0,0,,0,1
"""rose oil""","""Rose Oil""",Fragrance / botanical oil,0,1,,0,0,,0,0
ylang ylang oil,Ylang Ylang Oil,Fragrance/essential oil,0,1,,0,0,,0,1
jojoba oil and cream base,Jojoba Oil And Cream Base,Emollient / occlusive base,0,1,,0,0,,0,0
lavandula officinalis flower oil,Lavandula Officinalis Flower Oil,Fragrance/essential oil,0,1,,0,0,,0,1
myristica fragrans fruit oil,Myristica Fragrans Fruit Oil,Emollient / fragrance,0,1,,0,0,,0,1
oxycoccus palustris seed oil,Oxycoccus Palustris Seed Oil,Emollient / antioxidant,0,1,,0,0,,0,1
retinal (retinaldehyde),Retinal (Retinaldehyde),Retinoid (vitamin A derivative),1,,,0,0,,1,1
heptapeptide 15 palmitate,Heptapeptide-15 Palmitate,Signal peptide / skin-conditioning agent,1,1,,0,0,,0,1
avacado oil (persea americana),Avacado Oil (Persea Americana),Emollient / occlusive moisturizer,0,1,,0,0,,0,1
prunusdulcis (almond oil),Prunusdulcis (Almond Oil),Emollient / skin-conditioning oil,0,1,,0,0,,0,1
macadamia seed oil polyglyceryl 6 esters behenate,Macadamia Seed Oil Polyglyceryl-6 Esters Behenate,Emollient / emulsifier,0,1,,0,0,,0,1
behenyl alcohol (plant derived),Behenyl Alcohol (plant-derived),Emollient / Thickener,0,0,,0,0,fatty,0,1
cetearyl alcohol (plant derived),Cetearyl Alcohol (plant-derived),Emollient / emulsifier,0,0,,0,0,fatty,0,1
jasmine flower oil,Jasmine Flower Oil,Fragrance/aromatic,0,1,,0,0,,0,1
pine leaf oil,Pine Leaf Oil,Fragrance/antimicrobial,0,1,,0,0,,0,1
lavender flower oil,Lavender Flower Oil,Fragrance/antimicrobial,0,1,,0,0,,0,1
"""value"":""oil free","""Value"":""Oil Free",Formulation descriptor,0,1,,0,0,,0,0
parfum (fragrance).(288 048),parfum (fragrance).(288/048),Fragrance/masking agent,0,,,1,0,,0,1
coffee oil,Coffee Oil,Emollient / antioxidant,0,1,,0,0,,0,1
parfum (fragrance). about the brand caudalie,Parfum (Fragrance). About the Brand Caudalie,Fragrance / masking agent,0,,,1,0,,0,1
polysorbate 80 (,Polysorbate 80 (,Emulsifier/surfactant,0,1,,0,0,,0,1
bis diglyceryl polyacyladipate 1,Bis-Diglyceryl Polyacyladipate-1,Emollient/skin-conditioning,0,1,,0,0,,0,4
vegetable oil olus oil,Vegetable Oil/Olus Oil,Emollient/skin-conditioning agent,0,1,,0,0,,0,1
flavor (aroma),Flavor (Aroma),Fragrance/masking agent,0,,,1,0,,0,1
phenoxy peg 4 laurate palmitate,Phenoxy PEG-4 Laurate/Palmitate,Surfactant/emulsifier,0,1,,0,0,,0,1
eugenia caryophyllus flower oil,Eugenia Caryophyllus Flower Oil,Fragrance/antimicrobial,0,1,,0,0,,0,1
peg 6 stearate,PEG-6 Stearate,Emulsifier / surfactant,0,1,,0,0,,0,2
mentha spicata herb oil,Mentha Spicata Herb Oil,Fragrance/flavoring agent,0,1,,0,0,,0,3
peg 160 sorbitan triisostearate,PEG-160 Sorbitan Triisostearate,Emulsifier/surfactant,0,1,,0,0,,0,1
cinnamomum camphora bark oil,Cinnamomum Camphora Bark Oil,Fragrance/soothing agent,0,1,,0,0,,0,1
mentha viridis leaf oil,Mentha Viridis Leaf Oil,Fragrance/flavoring agent,0,1,,0,0,,0,1
citrus aurantium amara (bitter orange) oil,Citrus Aurantium Amara (Bitter Orange) Oil,Fragrance/essential oil,0,1,,0,0,,0,1
rosa canina (rose) fruit oil,Rosa Canina (Rose) Fruit Oil,Emollient / antioxidant oil,1,1,,0,0,,0,1
caulophyllum thalictroides seed oil,Caulophyllum Thalictroides Seed Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,1
olive oil decyl esters,Olive Oil Decyl Esters,Emollient/skin-conditioning agent,0,1,,0,0,,0,1
polyglyceryl 2 tetraisostearate,Polyglyceryl-2 Tetraisostearate,Emulsifier/emollient,0,1,,0,0,,0,4
octyl palmitate,Octyl Palmitate,Emollient / skin-conditioning agent,0,1,,0,0,,0,4
magnolia champaca flower oil,Magnolia Champaca Flower Oil,Fragrance/aromatic agent,0,1,,0,0,,0,4
glycol palmitate,Glycol Palmitate,Emulsifier / emollient,0,1,,0,0,,0,3
c25 52 olefin undecylenic acid copolymer,C25-52 Olefin/Undecylenic Acid Copolymer,Film former / viscosity controlling agent,0,1,,0,0,,0,3
helichrysum italicum flower oil,Helichrysum Italicum Flower Oil,Antioxidant / soothing botanical,1,1,,0,0,,0,3
glyceryl esters,Glyceryl Esters,Emollient / emulsifier,0,1,,0,0,,0,2
peg 20 stearate,PEG-20 Stearate,Emulsifier / surfactant,0,1,,0,0,,0,2
brassica campestris aleurites fordi oil copolymer,Brassica Campestris/Aleurites Fordi Oil Copolymer,film former / emollient,0,1,,0,0,,0,2
corylus avellana (hazel) seed oil,Corylus Avellana (Hazel) Seed Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,2
polyglyceryl 4 caprylate,Polyglyceryl-4 Caprylate,Emulsifier / surfactant,0,1,,0,0,,0,2
retinyl acetate,Retinyl Acetate,Anti-aging / retinoid,1,,,0,0,,1,2
moringa pterygosperma seed oil,Moringa Pterygosperma Seed Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,2
peg 90 glyceryl isostearate,PEG-90 Glyceryl Isostearate,Emulsifier/surfactant,0,1,,0,0,,0,2
vegetable oil,Vegetable Oil,Emollient / occlusive,0,1,,0,0,,0,2
santalum austrocaledonicum wood oil,Santalum Austrocaledonicum Wood Oil,Fragrance/aromatic oil,0,1,,0,0,,0,2
fermented rice water,Fermented Rice Water,Brightening/conditioning antioxidant,1,1,,0,0,,0,4
cucumis sativus seed oil,Cucumis Sativus Seed Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,2
soybean (glycine soja) oil,Soybean (Glycine Soja) Oil,Emollient / antioxidant,0,1,,0,0,,0,2
butyleneglycol dicaprylate dicaprate,Butyleneglycol Dicaprylate/Dicaprate,Emollient/skin-conditioning agent,0,1,,0,0,,0,2
pentaerythrityl tetrabehenate,Pentaerythrityl Tetrabehenate,Emollient/Texture enhancer,0,1,,0,0,,0,2
saccharomyces polypeptides,Saccharomyces Polypeptides,Skin conditioning / fermented bioactive,1,1,,0,0,,0,2
boswellia carteri (frankincense) essential oil,Boswellia Carteri (Frankincense) Essential Oil,Astringent / fragrance / soothing oil,0,1,,1,0,,0,1
cananga odorata (ylang ylang) essential oil,Cananga Odorata (Ylang Ylang) Essential Oil,Fragrance/aromatic agent,0,1,,1,0,,0,1
lavandula angustifolia (lavender) essential oil,Lavandula Angustifolia (Lavender) Essential Oil,Fragrance / aromatic additive,0,1,,1,0,,0,1
juniperus communis (juniper berry) fruit essential oil,Juniperus Communis (Juniper Berry) Fruit Essential Oil,Antimicrobial/astringent fragrance oil,0,1,,1,0,,0,1
pelargonium graveolens (geranium) essential oil,Pelargonium Graveolens (Geranium) Essential Oil,Fragrance/antimicrobial,0,1,,1,0,,0,1
cucurbita pepo seed oil,Cucurbita Pepo Seed Oil,Emollient / antioxidant skin-conditioning oil,0,1,,0,0,,0,1
melaleuca alternifolia (tea tree) essential oil,Melaleuca Alternifolia (Tea Tree) Essential Oil,Antimicrobial/anti-acne active,1,1,,1,0,,0,1
hydrogenated cocos nucifera oil,Hydrogenated Cocos Nucifera Oil,Emollient / skin-conditioning agent,0,1,,0,0,,0,1
cymbopogon martini herb oil,Cymbopogon Martini Herb Oil,Fragrance/essential oil,0,1,,0,0,,0,1
crocus sativus stigma oil,Crocus Sativus Stigma Oil,Antioxidant / skin-conditioning extract,1,1,,0,0,,0,1
vanilla planifolia (vanilla) oil,Vanilla Planifolia (Vanilla) Oil,Fragrance/antioxidant,0,1,,0,0,,0,1
hydrogenated palm kernel oil,Hydrogenated Palm Kernel Oil,Emollient/Thickener,0,1,,0,0,,0,1
hydrogenated palm oil,Hydrogenated Palm Oil,Emollient / thickener,0,1,,0,0,,0,1
tanacetum annuum flower oil,Tanacetum Annuum Flower Oil,Soothing / anti-inflammatory essential oil,1,1,,0,0,,0,1
peg 40 castor oil,PEG-40 Castor Oil,Solubilizer/emulsifier,0,1,,0,0,,0,1
peg 10 hydrogenated castor oil,PEG-10 Hydrogenated Castor Oil,Surfactant/emulsifier,0,1,,0,0,,0,1
aluminum dimyristate,Aluminum Dimyristate,Viscosity-controlling agent / emulsion stabilizer,0,1,,0,0,,0,1
peg 8 distearate,PEG-8 Distearate,Emulsifier / surfactant,0,1,,0,0,,0,1
triisostearoyl polyglyceryl 3 dimer dilinoleate,Triisostearoyl Polyglyceryl-3 Dimer Dilinoleate,Emollient/skin-conditioning agent,0,1,,0,0,,0,1
rosa centifolia flower oil,Rosa Centifolia Flower Oil,Fragrance/skin-conditioning oil,0,1,,0,0,,0,1
peg 30 stearate,PEG-30 Stearate,Emulsifier / surfactant,0,1,,0,0,,0,1
citrus limon (lemon) fruit oil,Citrus Limon (Lemon) Fruit Oil,Fragrance/astringent,0,1,,0,0,,0,1
peg 120 methyl glucose trioleate,PEG-120 Methyl Glucose Trioleate,Thickener/emulsifier,0,1,,0,0,,0,1
lactobacillus panax ginseng root ferment filtrate,Lactobacillus/Panax Ginseng Root Ferment Filtrate,Antioxidant / skin conditioning ferment,1,1,,0,0,,0,1
piper nigrum (black pepper) seed oil,Piper Nigrum (Black Pepper) Seed Oil,Skin-conditioning / warming agent,0,1,,0,0,,0,1
chlorella ferment,Chlorella Ferment,Skin-conditioning / antioxidant,1,1,,0,0,,0,1
illicium verum fruit seed oil,Illicium Verum Fruit/Seed Oil,Fragrance/masking,0,1,,0,0,,0,1
pyrus malus (apple) seed oil,Pyrus Malus (Apple) Seed Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,1
cetyl stearate,Cetyl Stearate,Emollient/Thickener,0,1,,0,0,,0,1
polyglyceryl 10 esters,Polyglyceryl-10 Esters,Emulsifier/surfactant,0,1,,0,0,,0,1
sucrose polybehenate,Sucrose Polybehenate,Emollient / surfactant,0,1,,0,0,,0,1
argan oil glycereth 8 esters,Argan Oil Glycereth-8 Esters,Emollient / water-soluble oil derivative,0,1,,0,0,,0,1
beta arbutin,Beta Arbutin,Skin-brightening agent,1,,,0,0,,1,1
bixa orellana seed oil,Bixa Orellana Seed Oil,Emollient / antioxidant colorant,0,1,,0,0,,0,1
trimethylolpropane triisostearate,Trimethylolpropane Triisostearate,Emollient / skin-conditioning agent,0,1,,0,0,,0,1
eugenia caryophyllus bud oil,Eugenia Caryophyllus Bud Oil,Fragrance/antimicrobial,0,1,,0,0,,0,1
salicylic acid beads,Salicylic Acid Beads,Exfoliant / acne treatment,1,,,0,0,,1,1
polyglyceryl 3 beeswax,Polyglyceryl-3 Beeswax,Emulsifier,0,1,,0,0,,0,1
coconut alcohol,Coconut Alcohol,Emollient / Emulsifier,0,,,0,0,drying,0,1
brassica alcohol,Brassica Alcohol,Emollient/Emulsifier,0,,,0,0,drying,0,1
sesame oil,Sesame Oil,Emollient / occlusive,0,1,,0,0,,0,1
macadamia integrifolia fruit oil,Macadamia Integrifolia Fruit Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,1
prunus amigdalus dulcis (sweet almond) fruit oil,Prunus Amigdalus Dulcis (Sweet Almond) Fruit Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,1
polyglyceryl 3 cetyl ether,Polyglyceryl-3 Cetyl Ether,Emulsifier/surfactant,0,1,,0,0,,0,1
hydrogenated sunflower seed oil polyglyceryl 3 esters,Hydrogenated Sunflower Seed Oil Polyglyceryl-3 Esters,Emollient/emulsifier,0,1,,0,0,,0,1
hydrogenated sunflower seed oil glyceryl esters,Hydrogenated Sunflower Seed Oil Glyceryl Esters,Emollient/skin-conditioning agent,0,1,,0,0,,0,1
pelargonium roseum leaf oil,Pelargonium Roseum Leaf Oil,Fragrance/Antimicrobial,0,1,,0,0,,0,1
psoralea corylifolia seed (bakuchi) oil,Psoralea Corylifolia Seed (Bakuchi) Oil,Antioxidant/skin-conditioning active,1,1,,0,0,,0,1
phyllanthus emblica fruit oil,Phyllanthus Emblica Fruit Oil,Antioxidant / emollient,1,1,,0,0,,0,1
oil soluble licorice(glycyrrhiza) extract,Oil Soluble Licorice(Glycyrrhiza) Extract,Brightening / anti-inflammatory,1,1,,0,0,,0,1
piper nigrum (black pepper) oil,Piper Nigrum (Black Pepper) Oil,Warming/stimulating extract,1,1,,0,0,,0,1
citrus aurantium dulcis flower oil,Citrus Aurantium Dulcis Flower Oil,Fragrance/Essential oil,0,1,,0,0,,0,1
hydrogenated cottonseed oil,Hydrogenated Cottonseed Oil,Emollient / thickener,0,1,,0,0,,0,1
hydrogenated olive oil myristyl esters,Hydrogenated Olive Oil Myristyl Esters,Emollient / skin-conditioning agent,0,1,,0,0,,0,1
hydrogenated olive oil decyl esters,Hydrogenated Olive Oil Decyl Esters,Emollient / skin-conditioning,0,1,,0,0,,0,1
daucus carota (carrot) seed oil,Daucus Carota (Carrot) Seed Oil,Antioxidant/emollient,1,1,,0,0,,0,1
crambe abyssinica seed oil phytosterol esters,Crambe Abyssinica Seed Oil Phytosterol Esters,Emollient / skin-conditioning agent,0,1,,0,0,,0,1
dimethyl lauramine oleate,Dimethyl Lauramine Oleate,Antistatic/emulsifier,0,1,,0,0,,0,1
sodium palmitate,Sodium Palmitate,Surfactant/cleansing agent,0,1,,0,0,,0,1
cedrus atlantica bark oil,Cedrus Atlantica Bark Oil,Fragrance/essential oil,0,1,,0,0,,0,1
sodium cocoate or sodium palm kernelate,Sodium Cocoate Or Sodium Palm Kernelate,Surfactant/cleansing agent (soap base),0,1,,0,0,,0,1
peg 4 olivate,PEG-4 Olivate,Emulsifier/emollient,0,1,,0,0,,0,1
isostearyl palmitate,Isostearyl Palmitate,Emollient,0,1,,0,0,,0,1
santalum album root oil,Santalum Album Root Oil,Fragrance/Soothing agent,0,1,,0,0,,0,1
polyglyceryl 2 isostearate dimer dilinoleate copolymer,Polyglyceryl-2 Isostearate/Dimer Dilinoleate Copolymer,Emollient/emulsifier,0,1,,0,0,,0,1
bacillus soybean ferment,Bacillus/Soybean Ferment,Conditioning/soothing ferment,1,1,,0,0,,0,1
rose flower oil,Rose Flower Oil,Fragrance/emollient,0,1,,0,0,,0,1
peg 40 glyceryl cocoate,PEG-40 Glyceryl Cocoate,Surfactant / emulsifier,0,1,,0,0,,0,1
punica granatum oil,Punica Granatum Oil,Emollient / antioxidant,1,1,,0,0,,0,1
balances oil,Balances Oil,sebum regulation,1,1,,0,0,,0,0
it’s all sunshine vibes—great fragrance,it’s all sunshine vibes—great fragrance,Fragrance,0,,,1,0,,0,1
plant derived retinol,Plant Derived Retinol,Retinoid alternative / antioxidant,1,,,0,0,,1,0
prunus amygdalus dulcis (almond) oil. m,Prunus Amygdalus Dulcis (Almond) Oil. M,Emollient / skin-conditioning oil,0,1,,0,0,,0,1
halomonas ferment extract,Halomonas Ferment Extract,Skin conditioning / hydrating ingredient,1,1,,0,0,,0,3
unlike traditional sunscreens made for oil,Unlike Traditional Sunscreens Made For Oil,Invalid/non-ingredient phrase,0,1,,0,0,,0,0
kalonji oil,Kalonji Oil,Emollient / antioxidant,1,1,,0,0,,0,0
phenyl ethyl alcohol,Phenyl Ethyl Alcohol,Fragrance/preservative,0,,,0,0,drying,0,1
tanacetum annuum (blue tansy) oil,Tanacetum Annuum (Blue Tansy) Oil,Soothing/anti-inflammatory essential oil,1,1,,0,0,,0,1
helianthus annus (sunflower) seed oil,Helianthus Annus (Sunflower) Seed Oil,Emollient / occlusive,0,1,,0,0,,0,1
glucose fermentation,Glucose fermentation,Humectant / skin-conditioning (fermentation-derived),0,1,,0,0,,0,1
